image_name,width,height,kp_0_x,kp_0_y,kp_0_z,kp_11_x,kp_11_y,kp_11_z,kp_12_x,kp_12_y,kp_12_z,kp_13_x,kp_13_y,kp_13_z,kp_14_x,kp_14_y,kp_14_z,kp_15_x,kp_15_y,kp_15_z,kp_16_x,kp_16_y,kp_16_z,kp_17_x,kp_17_y,kp_17_z,kp_18_x,kp_18_y,kp_18_z,kp_19_x,kp_19_y,kp_19_z,kp_20_x,kp_20_y,kp_20_z,kp_21_x,kp_21_y,kp_21_z,kp_22_x,kp_22_y,kp_22_z,kp_23_x,kp_23_y,kp_23_z,kp_24_x,kp_24_y,kp_24_z,kp_25_x,kp_25_y,kp_25_z,kp_26_x,kp_26_y,kp_26_z,kp_27_x,kp_27_y,kp_27_z,kp_28_x,kp_28_y,kp_28_z,kp_29_x,kp_29_y,kp_29_z,kp_30_x,kp_30_y,kp_30_z,kp_31_x,kp_31_y,kp_31_z,kp_32_x,kp_32_y,kp_32_z,left_shoulder_angle_deg,right_shoulder_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,knee_hip_center_knee_angle_deg,center_type,label,subpose_id,pose_side,dbscan_was_noise,subpose_label
data/TRAIN/downdog/00000128.jpg,851,564,-0.22978501,0.426904,-0.11521068,-0.2619637,0.30830026,-0.41745397,-0.25329748,0.30366862,0.22014944,-0.40062287,0.4401912,-0.75541514,0.0,0.0,0.0,-0.5676111,0.5405599,-0.76195496,-0.5432497,0.5113141,0.017621242,-0.6187563,0.5459929,-0.85791445,-0.59242535,0.52050316,0.0047571044,-0.62580097,0.53982824,-0.7974858,-0.5980837,0.51984364,-0.06878336,-0.6101328,0.5392771,-0.74150085,-0.57768613,0.51713383,-0.019932032,0.0015974492,-0.003909398,-0.2641917,-0.0015973637,0.003909398,0.2641917,0.16963401,0.24493785,-0.22532508,0.0,0.0,0.0,0.31833085,0.5008309,-0.14384663,0.29656744,0.48953778,0.4643727,0.37387764,0.5264218,-0.15139204,0.35282525,0.5205503,0.47002846,0.23861364,0.56868714,-0.378729,0.20953456,0.5456386,0.34237564,139.83659474304324,129.45137679970605,78.00995772280994,85.56194825000988,171.1324456336184,161.14180966799344,69.52184362441989,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000129.jpg,696,463,-0.3179891,0.4070575,-0.14105639,-0.26795086,0.30505553,-0.52818877,-0.2820662,0.27587578,0.29564056,-0.4138835,0.44927803,-0.9145266,0.0,0.0,0.0,-0.58699733,0.55938154,-1.0063425,-0.50464445,0.5377691,0.1536822,-0.63866836,0.57296735,-1.1315916,-0.5245834,0.5813539,0.16373149,-0.6496151,0.5670065,-1.0683119,-0.5339786,0.5789892,0.07584753,-0.62756586,0.5608089,-0.98864675,-0.52838945,0.5524741,0.110158935,0.016940907,0.00308355,-0.30781254,-0.016940849,-0.003083564,0.30781254,0.16183291,0.2590631,-0.25345755,0.14860933,0.2578044,0.4112778,0.3260769,0.52104884,-0.11237631,0.30327192,0.50194776,0.5464023,0.38223675,0.560932,-0.110368915,0.3551422,0.547054,0.552893,0.19984245,0.6050218,-0.31644,0.18247369,0.5792645,0.44450083,145.90658653402093,129.45137679970605,80.15391253198915,77.27966631934632,165.73314234051497,173.4553476981229,93.81435438025332,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000130.jpg,1200,850,-0.2761854,0.36915597,-0.03889701,-0.31678936,0.2505679,-0.28147718,-0.3083391,0.2486458,0.2276118,-0.44226927,0.3858204,-0.5236009,0.0,0.0,0.0,-0.58369595,0.4956725,-0.4476916,-0.5444207,0.4575468,0.13052739,-0.62611955,0.5043019,-0.51081586,-0.5923309,0.46990612,0.123094216,-0.6301092,0.4986993,-0.4516955,-0.59311485,0.47107744,0.06915258,-0.6146793,0.495751,-0.42464203,-0.5802669,0.47006702,0.10248933,0.0065719457,-0.005277798,-0.22084649,-0.0065719457,0.005277798,0.22084649,0.050128747,0.27776176,-0.11366846,0.043742906,0.27395967,0.32113433,0.27351758,0.42624426,0.058941614,0.24920037,0.41389823,0.5132559,0.31716672,0.44860882,0.066434346,0.28883132,0.43717963,0.52506334,0.1875616,0.51210546,-0.033310905,0.17339022,0.4954686,0.4783729,135.096692053556,129.45137679970605,66.00053265368363,63.2105201298449,136.08245058264205,137.2772909671374,71.1194060397394,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000131.jpg,493,335,-0.16993493,0.3944087,-0.16362062,-0.20780389,0.33320692,-0.36984423,-0.25339207,0.32047358,-0.10734099,-0.32691884,0.48900336,-0.48215887,-0.45474824,0.4724177,-0.050428387,-0.51119196,0.6711988,-0.5230844,-0.58684725,0.57562846,-0.2435412,-0.5646645,0.7009741,-0.6020252,-0.7151737,0.56059974,-0.32335505,-0.5828368,0.6923503,-0.62181914,-0.6933602,0.57971585,-0.34726062,-0.56201893,0.6757013,-0.53401506,-0.6979624,0.5599508,-0.2639073,0.031987723,-0.008218291,-0.13938268,-0.031987723,0.008218291,0.13938268,0.14915074,0.25917667,-0.05490292,-0.09565859,0.21656318,0.2083716,0.15749583,0.56511265,-0.039884597,-0.13711895,0.4824025,0.35816005,0.16921844,0.60753495,-0.04606013,-0.12236106,0.5189186,0.3591222,0.08761617,0.68691653,-0.28305075,-0.23084477,0.57624686,0.15364815,177.79416117570238,131.46833256300476,72.42868123653935,53.34245847292445,154.49864054461673,166.27269336344372,71.50303604792933,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000132.png,1499,706,0.27202544,0.39504993,-0.11111396,0.29717854,0.26439902,0.2129298,0.2952429,0.27322236,-0.3607855,0.0,0.0,0.0,0.39506015,0.42203653,-0.70081514,0.5294077,0.5198694,0.031347573,0.5504304,0.56255376,-0.66957265,0.5721729,0.5366213,0.04344342,0.5936341,0.5791034,-0.74801,0.5770767,0.5401588,-0.043795772,0.6002509,0.57031846,-0.6624231,0.56370467,0.53596073,-0.008585284,0.58635867,0.56483173,-0.6357169,0.0073386515,0.0076830965,0.24185397,-0.0073386515,-0.007683079,-0.24185397,0.0,0.0,0.0,-0.11784432,0.2744982,-0.080625,-0.20289761,0.47055283,0.65515536,-0.23817691,0.5067047,0.10599051,-0.23850098,0.5298294,0.67022747,-0.27215523,0.54890686,0.10378307,-0.11134178,0.5607886,0.5289162,-0.12540008,0.57345587,-0.096784614,131.49865645335709,132.9141574051965,84.89667680535273,79.58831816530666,164.14204987896076,170.93426693464968,69.52184362441989,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000133.jpg,1280,720,-0.20771892,0.43388012,-0.059930846,-0.24351256,0.32210422,-0.34247905,-0.24396363,0.3122199,0.27515578,-0.3691949,0.4561932,-0.67374855,-0.35977837,0.4414827,0.44792238,-0.5146555,0.5729555,-0.6347852,-0.48715904,0.5394758,0.1417612,-0.5600713,0.59793437,-0.7135146,-0.53257585,0.5538005,0.13913924,-0.57138735,0.5896961,-0.64045465,-0.53463316,0.55580795,0.05640268,-0.5554134,0.58318377,-0.60587144,-0.51882005,0.553284,0.10298125,0.0068002893,-0.0002694125,-0.25082868,-0.0068002893,0.0002694125,0.25082868,0.16317853,0.24272808,-0.16910137,0.0,0.0,0.0,0.31820667,0.4767395,-0.091156475,0.2983556,0.4576818,0.43846485,0.37352356,0.5163917,-0.09981608,0.3381523,0.49508378,0.44425976,0.23062265,0.5697264,-0.31590384,0.21682787,0.55853444,0.31383732,131.52065667102312,138.4844529990914,75.38228796515257,85.56194825000988,179.21793721502618,161.14180966799344,69.52184362441989,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000134.jpg,2128,1409,-0.27199703,0.36413568,-0.03495124,-0.3093971,0.25999936,-0.3101821,-0.3067251,0.25028825,0.23635001,-0.44096014,0.38439256,-0.5918913,0.0,0.0,0.0,-0.60968333,0.47502047,-0.5610248,-0.5646304,0.42225227,0.089984566,-0.64633393,0.4872015,-0.6346576,-0.6167787,0.43259054,0.08507694,-0.6569946,0.47739294,-0.56734234,-0.625541,0.4349457,0.017938962,-0.64444166,0.47339088,-0.53468496,-0.605648,0.43543315,0.05756546,5.0508123e-05,-0.0023342536,-0.23361365,-5.058754e-05,0.0023342536,0.23361365,0.18436736,0.22664037,-0.15232587,0.16770467,0.21925245,0.27649155,0.37250724,0.42187577,-0.057300404,0.34952462,0.41079265,0.39421928,0.41831416,0.43381283,-0.05814009,0.39316604,0.42653203,0.3978256,0.3213565,0.5174484,-0.20012784,0.3027947,0.4912666,0.29584736,133.35634288093843,129.45137679970605,91.45306284216682,88.71391348956556,173.78668779922037,163.88108141367903,72.60057521853273,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000135.jpg,600,600,0.3560338,-0.36936972,-1.2857994,0.3373229,-0.27161705,-0.6859617,0.12538081,-0.3809971,-1.0358977,0.26271793,-0.037360154,-0.4944274,-0.008415827,-0.13608995,-0.95794684,0.15753989,0.16770662,-0.612067,-0.122332186,0.110408306,-0.97678936,0.13091825,0.23352735,-0.6450845,-0.17268577,0.18688251,-1.035729,0.12286072,0.2304831,-0.7298618,-0.15859273,0.1786416,-1.1013595,0.12122444,0.20207015,-0.6467739,-0.122318886,0.17952572,-0.9981888,0.05118446,0.03413067,0.037169013,-0.051184513,-0.03413067,-0.037169013,-0.20053431,0.26133624,0.06992628,-0.26490864,0.23074214,0.009398093,-0.4477178,0.47069082,0.3577838,-0.47477108,0.45119023,0.3195489,-0.4711482,0.49095574,0.3648836,-0.4938833,0.47030932,0.33322978,-0.55760616,0.54047406,0.07518421,-0.59191185,0.5188795,0.02998418,27.273088793642387,53.11284758196252,125.46782025314982,118.57502177463056,143.85601126541823,142.0347629291637,15.427078719274736,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000137.jpg,760,500,-0.2609855,0.4149463,-0.03091068,-0.30042586,0.26528287,-0.21687445,-0.2732323,0.29231587,0.17807037,-0.43134844,0.42106882,-0.47452995,0.0,0.0,0.0,-0.5909483,0.5574263,-0.42961502,-0.4942579,0.53122103,0.107843675,-0.6376584,0.57154167,-0.4860364,-0.505271,0.5650994,0.10681748,-0.64661056,0.5656009,-0.4331044,-0.54655427,0.5429162,0.045684934,-0.631047,0.5641331,-0.410115,-0.53335524,0.5375863,0.079357296,6.672641e-05,-0.021402827,-0.1768571,-6.672641e-05,0.021402841,0.1768571,0.18039463,0.25322843,-0.16571893,0.16166092,0.27360824,0.17717977,0.3618549,0.4998887,-0.1845567,0.33100045,0.47827658,0.23332867,0.41475332,0.54923606,-0.1981561,0.38248724,0.5232891,0.23091598,0.24900755,0.5926372,-0.3540031,0.23082417,0.58573604,0.14376007,133.50978641601935,129.45137679970605,79.88011514347079,77.90725173902369,173.74433165446595,166.27593773082168,57.38953711199442,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
data/TRAIN/downdog/00000138.jpg,1000,667,-0.20780994,0.4176641,0.0008879045,-0.26962957,0.30321476,-0.2611686,-0.2672488,0.28988025,0.21316336,-0.41313747,0.4334817,-0.49534535,0.0,0.0,0.0,-0.58511984,0.5465973,-0.43678144,-0.5344129,0.513221,0.16671892,-0.63578695,0.5534343,-0.4938564,-0.57311136,0.5241857,0.15757467,-0.64183694,0.5513307,-0.45625913,-0.5762195,0.5261944,0.110576466,-0.6223767,0.54849195,-0.42250547,-0.56825286,0.5259162,0.1418295,0.0076322122,-0.0025906877,-0.20731698,-0.007632291,0.0025907073,0.20731698,0.20906174,0.23150201,-0.13690501,0.19583566,0.21926486,0.2045153,0.3846533,0.48348048,-0.116411716,0.36157864,0.4583019,0.2983046,0.43388605,0.5191444,-0.12375955,0.41358337,0.50598097,0.29998457,0.2996924,0.5647167,-0.31196868,0.27217898,0.54651994,0.17319854,136.7947963832879,129.45137679970605,84.80187604872302,85.31190463140092,169.2858481934015,159.7930037482415,58.52208057863815,hip_center,downdog,1,not_applicable,False,downdog_subpose_1
